,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
2625,1286,2018-10-22,2018-10-24,First Class,638,Home Office,New York City,New York,East,118,Office Supplies,Envelopes,63.9,5.0,0.0,28.754999999999995
2626,1286,2018-10-22,2018-10-24,First Class,638,Home Office,New York City,New York,East,509,Technology,Phones,52.99,1.0,0.0,0.5298999999999978
2627,1287,2018-11-13,2018-11-15,First Class,115,Corporate,Springfield,Ohio,East,452,Technology,Accessories,60.864000000000004,4.0,0.2,9.129599999999996
2630,1288,2016-09-10,2016-09-15,Standard Class,492,Consumer,Tulsa,Oklahoma,Central,1231,Office Supplies,Paper,14.940000000000001,3.0,0.0,7.021800000000001
2631,1289,2018-05-15,2018-05-20,Standard Class,639,Consumer,Seattle,Washington,West,891,Furniture,Furnishings,39.96,2.0,0.0,17.182800000000004
2632,1289,2018-05-15,2018-05-20,Standard Class,639,Consumer,Seattle,Washington,West,1391,Furniture,Chairs,42.624,2.0,0.2,4.262399999999998
2633,1289,2018-05-15,2018-05-20,Standard Class,639,Consumer,Seattle,Washington,West,157,Furniture,Chairs,220.96,1.0,0.2,24.857999999999983
2634,1290,2016-07-05,2016-07-10,Second Class,541,Corporate,Fayetteville,North Carolina,South,1392,Furniture,Furnishings,4.928000000000001,2.0,0.2,0.7391999999999994
2635,1290,2016-07-05,2016-07-10,Second Class,541,Corporate,Fayetteville,North Carolina,South,544,Office Supplies,Binders,7.230000000000002,5.0,0.7,-5.784000000000001
2636,1291,2016-08-15,2016-08-19,Standard Class,640,Corporate,Los Angeles,California,West,765,Office Supplies,Storage,323.1,2.0,0.0,61.38900000000001
2637,1292,2018-06-12,2018-06-18,Standard Class,641,Consumer,New York City,New York,East,1393,Office Supplies,Paper,19.04,4.0,0.0,9.3296
2638,1292,2018-06-12,2018-06-18,Standard Class,641,Consumer,New York City,New York,East,520,Office Supplies,Binders,13.128,3.0,0.2,4.266599999999999
2639,1292,2018-06-12,2018-06-18,Standard Class,641,Consumer,New York City,New York,East,1394,Office Supplies,Art,64.14,3.0,0.0,16.6764
2641,1293,2016-02-20,2016-02-25,Standard Class,215,Consumer,Hot Springs,Arkansas,South,701,Technology,Accessories,29.99,1.0,0.0,2.9989999999999988
2642,1294,2017-12-29,2017-12-30,First Class,567,Consumer,Aurora,Illinois,Central,968,Office Supplies,Paper,186.048,6.0,0.2,67.44239999999999
2643,1295,2017-04-17,2017-04-21,Second Class,408,Home Office,Raleigh,North Carolina,South,521,Technology,Phones,36.792,1.0,0.2,4.139099999999999
2644,1295,2017-04-17,2017-04-21,Second Class,408,Home Office,Raleigh,North Carolina,South,396,Furniture,Furnishings,18.624000000000002,8.0,0.2,6.285599999999999
2645,1296,2015-09-07,2015-09-12,Second Class,483,Consumer,Tulsa,Oklahoma,Central,1006,Furniture,Furnishings,57.69,3.0,0.0,23.652900000000002
2646,1296,2015-09-07,2015-09-12,Second Class,483,Consumer,Tulsa,Oklahoma,Central,1395,Office Supplies,Binders,42.81,3.0,0.0,20.1207
2647,1296,2015-09-07,2015-09-12,Second Class,483,Consumer,Tulsa,Oklahoma,Central,1396,Office Supplies,Paper,12.96,2.0,0.0,6.2208000000000006
2649,1296,2015-09-07,2015-09-12,Second Class,483,Consumer,Tulsa,Oklahoma,Central,139,Technology,Phones,104.85000000000001,3.0,0.0,28.309500000000007
2650,1297,2017-09-26,2017-10-01,Standard Class,64,Corporate,Hesperia,California,West,899,Furniture,Bookcases,424.9574999999999,5.0,0.15,19.997999999999976
2651,1298,2018-09-17,2018-09-21,Second Class,127,Corporate,Provo,Utah,West,1366,Office Supplies,Binders,10.776000000000002,3.0,0.2,3.502199999999999
2652,1298,2018-09-17,2018-09-21,Second Class,127,Corporate,Provo,Utah,West,696,Office Supplies,Binders,11.784,3.0,0.2,4.271699999999999
2653,1298,2018-09-17,2018-09-21,Second Class,127,Corporate,Provo,Utah,West,1397,Office Supplies,Paper,164.88,3.0,0.0,80.7912
2655,1298,2018-09-17,2018-09-21,Second Class,127,Corporate,Provo,Utah,West,1399,Office Supplies,Binders,25.584000000000003,2.0,0.2,8.9544
2656,1298,2018-09-17,2018-09-21,Second Class,127,Corporate,Provo,Utah,West,533,Office Supplies,Storage,261.74,2.0,0.0,65.435
2657,1298,2018-09-17,2018-09-21,Second Class,127,Corporate,Provo,Utah,West,782,Office Supplies,Labels,14.399999999999999,5.0,0.0,7.056
2658,1299,2017-08-16,2017-08-20,Standard Class,7,Consumer,San Francisco,California,West,135,Office Supplies,Envelopes,10.86,3.0,0.0,5.1042000000000005
2661,1301,2018-11-28,2018-12-02,Standard Class,375,Corporate,New York City,New York,East,889,Office Supplies,Envelopes,79.96,2.0,0.0,35.98199999999999
2662,1302,2018-04-14,2018-04-15,First Class,642,Home Office,Springfield,Missouri,Central,236,Office Supplies,Binders,8.76,2.0,0.0,4.2048
2663,1303,2017-05-01,2017-05-04,First Class,520,Consumer,Memphis,Tennessee,South,639,Office Supplies,Labels,3.9840000000000004,1.0,0.2,1.2948
2665,1303,2017-05-01,2017-05-04,First Class,520,Consumer,Memphis,Tennessee,South,1203,Office Supplies,Binders,2.7420000000000004,2.0,0.7,-2.0107999999999997
2666,1304,2017-10-01,2017-10-01,Same Day,643,Consumer,Amarillo,Texas,Central,217,Technology,Accessories,79.51200000000001,3.0,0.2,20.8719
2667,1304,2017-10-01,2017-10-01,Same Day,643,Consumer,Amarillo,Texas,Central,258,Office Supplies,Paper,28.352,1.0,0.2,9.568799999999996
2668,1305,2016-08-25,2016-08-30,Standard Class,644,Home Office,Los Angeles,California,West,23,Furniture,Chairs,40.784,1.0,0.2,4.588199999999999
2669,1305,2016-08-25,2016-08-30,Standard Class,644,Home Office,Los Angeles,California,West,1276,Office Supplies,Appliances,105.96,4.0,0.0,29.668800000000005
2670,1306,2015-09-09,2015-09-12,Second Class,645,Corporate,Lowell,Massachusetts,East,162,Office Supplies,Paper,166.44,3.0,0.0,79.8912
2672,1306,2015-09-09,2015-09-12,Second Class,645,Corporate,Lowell,Massachusetts,East,1402,Office Supplies,Paper,26.2,2.0,0.0,12.838
2674,1307,2018-12-03,2018-12-03,Same Day,646,Consumer,San Diego,California,West,447,Office Supplies,Paper,166.44,3.0,0.0,79.8912
2675,1308,2018-11-27,2018-12-02,Standard Class,140,Consumer,Asheville,North Carolina,South,909,Office Supplies,Art,8.76,5.0,0.2,0.7664999999999997
2676,1308,2018-11-27,2018-12-02,Standard Class,140,Consumer,Asheville,North Carolina,South,1309,Office Supplies,Appliances,43.584,1.0,0.2,4.358400000000003
2677,1309,2015-06-21,2015-06-21,Same Day,647,Consumer,Pueblo,Colorado,West,1085,Office Supplies,Binders,11.088000000000003,7.0,0.7,-8.1312
2678,1309,2015-06-21,2015-06-21,Same Day,647,Consumer,Pueblo,Colorado,West,735,Office Supplies,Binders,25.164,2.0,0.7,-16.775999999999996
2679,1310,2018-01-21,2018-01-27,Standard Class,414,Home Office,Jackson,Michigan,Central,614,Office Supplies,Binders,14.399999999999999,5.0,0.0,7.056
2681,1310,2018-01-21,2018-01-27,Standard Class,414,Home Office,Jackson,Michigan,Central,1403,Office Supplies,Binders,89.52,4.0,0.0,42.0744
2683,1310,2018-01-21,2018-01-27,Standard Class,414,Home Office,Jackson,Michigan,Central,1405,Technology,Phones,164.99,1.0,0.0,49.496999999999986
2685,1312,2017-09-06,2017-09-11,Standard Class,41,Consumer,Thomasville,North Carolina,South,889,Office Supplies,Envelopes,95.952,3.0,0.2,29.984999999999985
2686,1312,2017-09-06,2017-09-11,Standard Class,41,Consumer,Thomasville,North Carolina,South,880,Office Supplies,Binders,3.204,2.0,0.7,-2.4563999999999995
2688,1314,2016-11-12,2016-11-14,First Class,289,Corporate,Los Angeles,California,West,1407,Office Supplies,Paper,15.700000000000001,5.0,0.0,7.0649999999999995
2689,1315,2015-06-30,2015-07-02,First Class,154,Consumer,Chicago,Illinois,Central,1199,Office Supplies,Art,5.248,4.0,0.2,1.6399999999999995
2690,1316,2018-12-04,2018-12-08,Standard Class,380,Consumer,Philadelphia,Pennsylvania,East,990,Office Supplies,Binders,5.346000000000002,3.0,0.7,-4.455
2691,1317,2017-08-28,2017-09-02,Standard Class,79,Consumer,Englewood,Colorado,West,1408,Office Supplies,Paper,15.48,3.0,0.2,5.6115
2692,1317,2017-08-28,2017-09-02,Standard Class,79,Consumer,Englewood,Colorado,West,1409,Technology,Phones,108.576,3.0,0.2,8.1432
2693,1318,2017-01-22,2017-01-28,Standard Class,295,Corporate,Seattle,Washington,West,504,Furniture,Furnishings,109.9,5.0,0.0,37.366
2694,1319,2015-10-15,2015-10-20,Standard Class,297,Consumer,Hialeah,Florida,South,1006,Furniture,Furnishings,15.384,1.0,0.2,4.038300000000001
2695,1320,2017-02-07,2017-02-09,First Class,648,Consumer,Lancaster,Ohio,East,423,Office Supplies,Paper,30.352,2.0,0.2,10.623199999999997
2698,1321,2015-03-18,2015-03-23,Standard Class,598,Home Office,Jacksonville,Florida,South,128,Office Supplies,Paper,21.376,4.0,0.2,7.481599999999999
2699,1321,2015-03-18,2015-03-23,Standard Class,598,Home Office,Jacksonville,Florida,South,1412,Office Supplies,Art,8.016,3.0,0.2,1.0019999999999993
2700,1321,2015-03-18,2015-03-23,Standard Class,598,Home Office,Jacksonville,Florida,South,1006,Furniture,Furnishings,30.768,2.0,0.2,8.076600000000003
2701,1321,2015-03-18,2015-03-23,Standard Class,598,Home Office,Jacksonville,Florida,South,550,Office Supplies,Fasteners,18.936,3.0,0.2,5.917499999999999
2702,1321,2015-03-18,2015-03-23,Standard Class,598,Home Office,Jacksonville,Florida,South,1154,Furniture,Furnishings,122.352,3.0,0.2,15.29399999999999
2703,1322,2015-05-24,2015-05-30,Standard Class,261,Consumer,Baltimore,Maryland,East,1413,Office Supplies,Paper,116.28,3.0,0.0,56.977199999999996
2704,1323,2018-07-11,2018-07-13,Second Class,557,Consumer,New York City,New York,East,176,Technology,Accessories,132.60000000000002,6.0,0.0,17.238000000000007
2705,1324,2018-06-16,2018-06-21,Standard Class,437,Home Office,Carlsbad,New Mexico,West,1059,Office Supplies,Supplies,16.68,2.0,0.0,4.3368
2706,1324,2018-06-16,2018-06-21,Standard Class,437,Home Office,Carlsbad,New Mexico,West,1414,Office Supplies,Paper,19.44,3.0,0.0,9.3312
2707,1324,2018-06-16,2018-06-21,Standard Class,437,Home Office,Carlsbad,New Mexico,West,1415,Office Supplies,Paper,192.16,4.0,0.0,92.23679999999999
2708,1325,2016-01-30,2016-02-06,Standard Class,230,Consumer,Los Angeles,California,West,1416,Furniture,Furnishings,227.35999999999999,7.0,0.0,81.84959999999998
2710,1326,2016-12-11,2016-12-15,Standard Class,485,Consumer,Jacksonville,Florida,South,410,Office Supplies,Binders,12.828000000000001,2.0,0.7,-8.979599999999998
2711,1327,2018-10-09,2018-10-11,First Class,434,Corporate,Lakewood,Ohio,East,613,Furniture,Furnishings,45.888000000000005,4.0,0.2,9.177599999999998
2712,1328,2018-07-29,2018-08-01,Second Class,306,Consumer,Troy,New York,East,158,Office Supplies,Art,60.12,9.0,0.0,22.244399999999995
2713,1329,2015-04-25,2015-04-29,Standard Class,62,Consumer,Wilmington,North Carolina,South,722,Technology,Phones,302.376,3.0,0.2,37.797
2714,1330,2016-12-01,2016-12-06,Standard Class,457,Home Office,Seattle,Washington,West,1061,Office Supplies,Art,13.899999999999999,5.0,0.0,5.56
2715,1331,2015-12-04,2015-12-08,Standard Class,434,Corporate,New York City,New York,East,1417,Technology,Phones,129.98,2.0,0.0,62.3904
2716,1332,2018-08-26,2018-09-01,Standard Class,649,Home Office,Columbus,Georgia,South,357,Technology,Accessories,71.98,2.0,0.0,15.1158
2718,1334,2018-12-21,2018-12-27,Standard Class,339,Consumer,Costa Mesa,California,West,821,Office Supplies,Storage,124.36,2.0,0.0,33.577200000000005
2719,1335,2015-12-06,2015-12-08,Second Class,166,Consumer,Houston,Texas,Central,561,Furniture,Furnishings,23.976000000000003,3.0,0.6,-14.385599999999997
2720,1336,2015-11-04,2015-11-08,Second Class,21,Corporate,Cary,North Carolina,South,203,Office Supplies,Fasteners,8.376000000000001,3.0,0.2,2.7222
2721,1336,2015-11-04,2015-11-08,Second Class,21,Corporate,Cary,North Carolina,South,937,Office Supplies,Appliances,58.24000000000001,5.0,0.2,5.096
2722,1337,2017-04-14,2017-04-19,Second Class,483,Consumer,Alexandria,Virginia,South,720,Office Supplies,Storage,81.19999999999999,5.0,0.0,12.18
2723,1338,2015-10-04,2015-10-08,Standard Class,650,Consumer,Vallejo,California,West,264,Office Supplies,Labels,14.450000000000001,5.0,0.0,6.7915
2724,1338,2015-10-04,2015-10-08,Standard Class,650,Consumer,Vallejo,California,West,979,Office Supplies,Binders,95.64800000000001,2.0,0.2,31.08559999999999
2727,1340,2018-12-22,2018-12-24,First Class,85,Consumer,Toledo,Ohio,East,520,Office Supplies,Binders,1.6410000000000002,1.0,0.7,-1.3128000000000002
2729,1341,2018-02-13,2018-02-19,Standard Class,651,Consumer,Seattle,Washington,West,147,Office Supplies,Art,6.63,3.0,0.0,1.7901
2731,1341,2018-02-13,2018-02-19,Standard Class,651,Consumer,Seattle,Washington,West,216,Furniture,Furnishings,107.53,1.0,0.0,21.506
2732,1342,2015-07-02,2015-07-06,Standard Class,13,Consumer,Plainfield,New Jersey,East,687,Technology,Phones,73.98,2.0,0.0,19.974600000000002
2733,1342,2015-07-02,2015-07-06,Standard Class,13,Consumer,Plainfield,New Jersey,East,796,Office Supplies,Art,5.58,1.0,0.0,2.1762
2734,1343,2016-02-21,2016-02-23,Second Class,555,Consumer,Las Cruces,New Mexico,West,33,Office Supplies,Paper,49.12,4.0,0.0,23.086399999999998
2735,1344,2016-11-13,2016-11-19,Standard Class,107,Consumer,Newark,Delaware,East,1419,Technology,Phones,377.96999999999997,3.0,0.0,94.4925
2736,1344,2016-11-13,2016-11-19,Standard Class,107,Consumer,Newark,Delaware,East,670,Office Supplies,Paper,42.28,7.0,0.0,19.8716
2737,1344,2016-11-13,2016-11-19,Standard Class,107,Consumer,Newark,Delaware,East,899,Furniture,Bookcases,299.96999999999997,3.0,0.0,56.99429999999998
2738,1344,2016-11-13,2016-11-19,Standard Class,107,Consumer,Newark,Delaware,East,817,Technology,Phones,89.98,2.0,0.0,43.1904
2739,1345,2018-04-16,2018-04-18,First Class,494,Corporate,Hoover,Alabama,South,1420,Office Supplies,Supplies,477.24,4.0,0.0,9.54480000000001
2740,1345,2018-04-16,2018-04-18,First Class,494,Corporate,Hoover,Alabama,South,1421,Technology,Accessories,25.98,2.0,0.0,1.558799999999998
2741,1346,2017-02-25,2017-02-27,Second Class,232,Consumer,Newark,Ohio,East,1040,Office Supplies,Envelopes,46.72,5.0,0.2,17.52
2742,1347,2015-11-04,2015-11-08,Standard Class,652,Consumer,San Diego,California,West,1381,Furniture,Furnishings,35.34,2.0,0.0,13.429200000000002
2744,1348,2016-06-20,2016-06-25,Second Class,34,Corporate,San Francisco,California,West,66,Technology,Phones,125.97600000000001,3.0,0.2,47.241
2745,1349,2018-08-07,2018-08-11,Second Class,248,Consumer,Jacksonville,North Carolina,South,409,Technology,Accessories,79.992,1.0,0.2,21.9978
2747,1351,2016-11-22,2016-11-26,Standard Class,399,Home Office,Frisco,Texas,Central,1422,Technology,Accessories,27.168000000000003,4.0,0.2,-1.3583999999999987
2748,1352,2016-12-04,2016-12-08,Standard Class,653,Consumer,Tallahassee,Florida,South,1316,Office Supplies,Binders,8.226,3.0,0.7,-6.032399999999999
2751,1355,2015-05-26,2015-05-30,Standard Class,520,Consumer,Los Angeles,California,West,1153,Furniture,Chairs,225.29600000000002,2.0,0.2,22.529599999999995
2752,1356,2016-04-17,2016-04-21,Standard Class,654,Consumer,San Francisco,California,West,1061,Office Supplies,Art,5.56,2.0,0.0,2.2239999999999998
2756,1356,2016-04-17,2016-04-21,Standard Class,654,Consumer,San Francisco,California,West,1331,Office Supplies,Paper,11.96,2.0,0.0,5.8604
2757,1357,2017-06-11,2017-06-13,Second Class,301,Consumer,New York City,New York,East,657,Technology,Accessories,239.96999999999997,3.0,0.0,71.99099999999999
2758,1358,2017-03-11,2017-03-15,Standard Class,655,Home Office,Columbus,Georgia,South,1006,Furniture,Furnishings,76.92,4.0,0.0,31.537200000000006
2760,1359,2015-05-26,2015-05-29,First Class,656,Home Office,Murray,Utah,West,364,Office Supplies,Paper,48.4,5.0,0.0,23.232
2761,1360,2018-10-12,2018-10-14,First Class,71,Home Office,San Francisco,California,West,1425,Technology,Accessories,0.99,1.0,0.0,0.4356000000000001
2762,1360,2018-10-12,2018-10-14,First Class,71,Home Office,San Francisco,California,West,986,Office Supplies,Binders,101.84,5.0,0.2,36.917
2763,1361,2018-06-22,2018-06-28,Standard Class,484,Home Office,Philadelphia,Pennsylvania,East,1426,Office Supplies,Binders,10.332000000000003,3.0,0.7,-7.576799999999999
2764,1361,2018-06-22,2018-06-28,Standard Class,484,Home Office,Philadelphia,Pennsylvania,East,350,Office Supplies,Binders,31.155000000000005,5.0,0.7,-23.8855
2765,1361,2018-06-22,2018-06-28,Standard Class,484,Home Office,Philadelphia,Pennsylvania,East,1427,Office Supplies,Storage,8.928,2.0,0.2,0.6696
2766,1362,2018-01-15,2018-01-18,First Class,355,Consumer,Philadelphia,Pennsylvania,East,1428,Office Supplies,Appliances,34.384,1.0,0.2,3.8681999999999945
2769,1363,2016-04-02,2016-04-07,Standard Class,657,Consumer,Dallas,Texas,Central,1044,Technology,Accessories,50.120000000000005,7.0,0.2,-0.6265000000000072
2770,1363,2016-04-02,2016-04-07,Standard Class,657,Consumer,Dallas,Texas,Central,1235,Technology,Accessories,47.976,3.0,0.2,1.7990999999999993
2771,1364,2017-09-03,2017-09-10,Standard Class,370,Consumer,Waukesha,Wisconsin,Central,376,Office Supplies,Storage,54.5,5.0,0.0,14.169999999999998
2772,1365,2018-12-10,2018-12-12,First Class,537,Consumer,Fort Lauderdale,Florida,South,740,Furniture,Furnishings,19.104,3.0,0.2,5.731200000000001
2773,1366,2017-11-22,2017-11-26,Standard Class,361,Consumer,Detroit,Michigan,Central,91,Office Supplies,Binders,49.44,3.0,0.0,24.2256
2774,1367,2018-11-11,2018-11-18,Standard Class,529,Home Office,Springfield,Ohio,East,498,Office Supplies,Paper,10.368000000000002,2.0,0.2,3.6288
2775,1368,2017-10-21,2017-10-25,Standard Class,32,Consumer,San Diego,California,West,232,Office Supplies,Storage,154.44,3.0,0.0,1.544400000000003
2776,1369,2016-12-21,2016-12-25,Standard Class,45,Corporate,Colorado Springs,Colorado,West,930,Office Supplies,Appliances,60.98400000000001,7.0,0.2,4.5737999999999985
2777,1370,2016-07-17,2016-07-19,Second Class,341,Consumer,Bakersfield,California,West,1121,Furniture,Bookcases,195.466,2.0,0.15,-13.797600000000017
2778,1371,2018-04-30,2018-05-05,Standard Class,164,Corporate,Pompano Beach,Florida,South,345,Furniture,Furnishings,23.680000000000003,8.0,0.2,6.216000000000002
2779,1371,2018-04-30,2018-05-05,Standard Class,164,Corporate,Pompano Beach,Florida,South,1430,Technology,Accessories,2.3760000000000003,3.0,0.2,0.7424999999999999
2780,1372,2018-05-06,2018-05-08,First Class,646,Consumer,New York City,New York,East,198,Office Supplies,Labels,59.2,4.0,0.0,29.6
2782,1374,2017-11-11,2017-11-16,Standard Class,436,Consumer,Detroit,Michigan,Central,957,Technology,Phones,257.98,2.0,0.0,74.8142
2783,1375,2017-11-05,2017-11-10,Standard Class,155,Corporate,Philadelphia,Pennsylvania,East,1431,Technology,Phones,23.987999999999996,2.0,0.4,-15.991999999999999
2784,1376,2017-10-09,2017-10-15,Standard Class,172,Corporate,Troy,Ohio,East,1136,Technology,Phones,23.976,4.0,0.4,-15.584400000000002
2786,1377,2016-09-21,2016-09-23,First Class,522,Home Office,Los Angeles,California,West,1432,Office Supplies,Fasteners,7.9,2.0,0.0,2.5279999999999996
2787,1378,2015-12-02,2015-12-06,Standard Class,550,Corporate,Corpus Christi,Texas,Central,287,Furniture,Furnishings,58.36,5.0,0.6,-24.802999999999997
2788,1378,2015-12-02,2015-12-06,Standard Class,550,Corporate,Corpus Christi,Texas,Central,134,Office Supplies,Art,16.464,7.0,0.2,1.4406000000000008
